investor,tps_raw,top_tier_targets,companies_hit,portfolio_size,tps,out_degree
Capital Factory,0.17725159391605722,2,1,3,0.059083864638685736,1.9064999999999999
OVP Venture Partners,1.7013168236395133,19,9,29,0.05866609736687977,17.8241
Third Rock Ventures,1.6346020667385939,8,4,28,0.058378645240664065,9.4257
BOLDstart Ventures,0.34655283964534533,5,1,6,0.057758806607557556,2.021
Dublin Business Innovation Centre,0.05761167306386267,2,1,1,0.05761167306386267,2.486
3i Group,1.496189398117979,8,4,26,0.05754574608146073,7.683
"Mesco, ltd",0.1149160330257401,3,1,2,0.05745801651287005,2.1126
i-Hatch Ventures,0.2870709177394299,3,1,5,0.05741418354788598,3.2872
Genesis Partners,1.3198606956403385,11,7,23,0.057385247636536456,8.3646
GGV Capital,0.5703345315721098,2,2,10,0.05703345315721098,2.2196
Outcome Capital,0.28495226031158843,3,1,5,0.05699045206231769,2.6424
Idealab,0.5112545997218054,2,1,9,0.05680606663575616,6.4832
XG Ventures,0.9614606683897992,4,2,17,0.056556509905282305,3.3101
Alloy Ventures,1.5214692356546924,7,3,27,0.05635071243165527,4.6336
Second Avenue Partners,0.5633880593872003,8,3,10,0.056338805938720024,4.6321
Partisan Management Group,0.05632086498981084,1,1,1,0.05632086498981084,1.098
Jonah Goodhart,0.2815946479610827,4,2,5,0.056318929592216536,2.9736
Emanuele Levi,0.05620370893662939,1,1,1,0.05620370893662939,1.2762
Paul Degueuse,0.05620370893662939,1,1,1,0.05620370893662939,1.2762
FranÃ§ois Tison,0.05620370893662939,1,1,1,0.05620370893662939,1.2762
Illinois Ventures,0.4494780508059223,4,2,8,0.056184756350740286,2.9604
Bullpen Capital,0.8966534031186321,9,2,16,0.056040837694914504,5.462
Windcrest Partners,0.33603847798021536,4,3,6,0.05600641299670256,4.2639
Polaris Partners,5.089300560899106,45,17,91,0.055926379790100074,37.7046
IAC,0.3350076634004674,3,1,6,0.05583461056674457,1.7822999999999998
Stata Venture Partners,0.6681588473004729,3,2,12,0.05567990394170608,1.7214
Palomar Ventures,0.9454283514199406,8,5,17,0.055613432436467096,5.7851
Cisco,1.440757932556028,7,2,26,0.055413766636770306,4.906499999999999
Gil Penchina,0.1108033787556125,2,2,2,0.05540168937780625,3.0667
Cava Capital,0.2214883595171222,3,2,4,0.05537208987928055,3.0164
Pequot Capital,0.5530748117203058,4,2,10,0.05530748117203058,4.7796
Technology Venture Investors,0.11042505705152816,5,1,2,0.05521252852576408,4.936
Intellect Capital Ventures,0.10976753787639523,3,1,2,0.054883768938197616,2.546
Sand Hill Capital,0.1096205041196936,1,1,2,0.0548102520598468,0.8513
Ynon Kreiz,0.0546370022695628,1,1,1,0.0546370022695628,1.5364
Sridar Iyengar,0.05444652435343681,2,1,1,0.05444652435343681,0.7264
Crosspoint Venture Partners,0.16262327107198518,2,1,3,0.05420775702399506,1.2856
Andre Haddad,0.053598556892826055,2,1,1,0.053598556892826055,1.4241000000000001
Lorrie Norrington,0.053598556892826055,2,1,1,0.053598556892826055,1.4241000000000001
Marty Pejko,0.053598556892826055,2,1,1,0.053598556892826055,1.4241000000000001
Rami Lipman,0.053598556892826055,2,1,1,0.053598556892826055,1.4241000000000001
Roy Barr,0.053598556892826055,2,1,1,0.053598556892826055,1.4241000000000001
SeaPoint Ventures,0.16051629712826415,1,1,3,0.05350543237608805,0.6246
GrowthWorks Capital,0.9628587210557542,11,7,18,0.05349215116976412,13.2774
Los Angeles Times Media Group,0.05297684500141643,1,1,1,0.05297684500141643,0.7223
Herb Madan,0.052849803847658826,2,1,1,0.052849803847658826,1.3352
Allegis Capital,1.0032461986504406,10,8,19,0.05280243150791793,10.7695
Freestyle Capital,1.2132969429204492,6,2,23,0.05275204099654127,3.8404
Genentech,0.05251466459562877,1,1,1,0.05251466459562877,1.0548
Delphi Ventures,0.7873184373515273,7,4,15,0.05248789582343515,5.275799999999999
Barry Silbert,0.26202638587205673,3,1,5,0.05240527717441135,1.6215
Tim O'Reilly,0.15699993638796225,2,1,3,0.05233331212932075,1.322
CommonAngels,1.04663111320007,17,7,20,0.052331555660003505,15.5181
Jafco Ventures,1.201251634669534,12,2,23,0.05222833194215366,8.4087
Walden Venture Capital,0.6787412379545459,5,4,13,0.05221086445804199,5.1641
Holtzbrinck,0.10428356712235957,2,2,2,0.05214178356117979,2.2279999999999998
BB Biotech Ventures,0.36440219066669893,2,1,7,0.05205745580952842,2.2882
Bain Capital Ventures,2.6440592805761,11,9,51,0.051844299619139216,8.2366
Qualcomm Ventures,1.7542787863969265,12,5,34,0.05159643489402725,9.628499999999999
Compass,0.051590546415644985,1,1,1,0.051590546415644985,0.7206
Steelpoint Capital Partners,0.2577042035544288,2,1,5,0.05154084071088576,3.0552
David Sacks,0.5622893792982115,2,1,11,0.05111721629983741,1.8831000000000002
Boston Seed Capital,0.30664361022281283,3,1,6,0.051107268370468806,2.8605
Rock Maple Ventures,0.10214072014627472,3,1,2,0.05107036007313736,2.3548
Vast Ventures,0.25415854693078893,2,1,5,0.05083170938615779,1.0008
NovaQuest,0.05074655424017271,1,1,1,0.05074655424017271,1.4072
DFJ ePlanet Ventures,0.5020343115723807,4,1,10,0.05020343115723806,6.2612
North Coast Angel Fund,0.6526255098329199,2,1,13,0.05020196229483999,2.8254
Open Ocean,0.35065017800338155,1,1,7,0.05009288257191165,2.542
New Mexico Community Capital,0.05005048116489291,2,1,1,0.05005048116489291,2.0391
Advanced Technology Ventures,1.623530200824395,8,6,33,0.04919788487346652,9.2334
Newbury Ventures,0.5394545746624977,5,4,11,0.04904132496931797,6.5012
HealthCap,0.2926638945734991,5,1,6,0.048777315762249855,4.597799999999999
SAS Investors,0.3394797670493406,6,2,7,0.04849710957847723,5.5762
Troika Dialog,0.04839339290158648,2,1,1,0.04839339290158648,0.6572
Globespan Capital Partners,1.9230559010264041,10,6,40,0.048076397525660106,12.1385
Divergent Ventures,0.4800748495120414,5,1,10,0.04800748495120414,4.6211
Maverick Capital,0.335025204132816,2,1,7,0.047860743447545144,1.3274
Social Starts,0.5736963484796791,7,1,12,0.047808029039973256,3.8087
ONSET Ventures,1.0499611499610095,14,9,22,0.047725506816409524,10.706299999999999
Tugboat Ventures,0.6673079106627277,3,2,14,0.047664850761623405,2.67
Rustic Canyon Partners,1.1873246069009291,11,6,25,0.04749298427603717,9.5379
Dan Ratner,0.04732684304705281,2,1,1,0.04732684304705281,2.556
Convergence Partners,0.04728574629133418,1,1,1,0.04728574629133418,2.1336000000000004
San Francisco Equity Partners,0.04728574629133418,1,1,1,0.04728574629133418,2.1336000000000004
Walden International,1.0397459685481674,7,3,22,0.047261180388553065,5.2062
Anthem Venture Partners,0.8493467471481864,11,5,18,0.04718593039712146,7.1598
MK Capital,0.7050581784767586,2,2,15,0.04700387856511724,1.2101
Jose Manuel Villanueva,0.04699903355847624,1,1,1,0.04699903355847624,1.748
Joaquin Engel,0.04699903355847624,1,1,1,0.04699903355847624,1.748
Lucas Carne,0.04699903355847624,1,1,1,0.04699903355847624,1.748
Larry Augustin,0.09317148746492968,2,1,2,0.04658574373246484,1.6965
Earlybird Venture Capital,1.0248469491377707,5,4,22,0.046583952233535036,6.8664
Origin Ventures,0.4188374187419186,4,2,9,0.046537490971324286,5.0390999999999995
Axis Capital Corporation,0.13946531435485954,4,1,3,0.04648843811828651,3.1695
VenGrowth Asset Management,0.13946531435485954,4,1,3,0.04648843811828651,3.8034
Longitude Capital,0.23229254173095173,2,2,5,0.04645850834619035,3.4014
Cervin Ventures,0.13916558497751585,1,1,3,0.04638852832583862,0.6272
MDS Capital,0.09223154472959473,2,1,2,0.046115772364797365,1.5309
Angel Investors LP,0.41484375955745556,4,1,9,0.046093751061939504,2.6792
Menlo Ventures,4.131792562278881,35,13,90,0.04590880624754312,25.8584
Mediphase Venture Partners,0.09165820337404759,4,1,2,0.045829101687023796,2.1105
Goldman Sachs,1.6493791686198351,13,5,36,0.04581608801721764,12.450999999999999
No 8 Ventures,0.09146199816138509,3,1,2,0.045730999080692544,1.911
Shervin Pishevar,0.4566084653470733,5,1,10,0.045660846534707325,2.1336000000000004
Momentum Venture Management,0.22761778021353202,4,2,5,0.0455235560427064,4.2381
InterSouth Partners,1.4539805228043208,14,8,32,0.045436891337635024,17.9641
Kima Ventures,0.5906349457120667,6,1,13,0.045433457362466664,4.395
iNovia Capital,1.9520106712287018,9,6,43,0.045395597005318644,11.4134
Intel Capital,7.5674501398511005,45,24,167,0.04531407269371916,40.0055
eBay,0.09016158926324394,2,1,2,0.04508079463162197,2.0526
Mindful Investors,0.1788935894707729,4,1,4,0.04472339736769323,2.0
GSR Ventures Management,0.4911428482234601,3,2,11,0.044649349838496374,4.0405999999999995
PolyTechnos Venture Partners,0.2228355321153622,5,2,5,0.04456710642307244,3.4821999999999997
RockPort Capital Partners,0.6672713225277487,5,3,15,0.04448475483518324,4.543200000000001
TD Capital,0.35535397168265354,3,2,8,0.04441924646033169,3.0454
Runa Capital,0.7536311532959036,4,2,17,0.04433124431152374,3.733
Mannheim Holdings,0.044329596234461026,1,1,1,0.044329596234461026,0.6014
William Randolph Hearst III,0.1771475954871058,2,1,4,0.04428689887177645,1.4458
Atlantic Bridge,0.35404881976058783,2,1,8,0.04425610247007348,2.1268
Syncarpha Capital,0.04408749356981136,1,1,1,0.04408749356981136,1.5834000000000001
Vento Security Holdings,0.04408749356981136,1,1,1,0.04408749356981136,1.5834000000000001
TTP Ventures,0.1319782676035964,2,2,3,0.04399275586786547,3.0297
Prime Ventures,0.43914972639218175,1,1,10,0.043914972639218175,2.1438
Blueprint Ventures,0.2633842570520344,5,2,6,0.043897376175339065,3.6994
Greg Waldorf,0.21755875942901062,4,1,5,0.04351175188580213,3.0304
First Avenue Partners,0.04350724119695604,1,1,1,0.04350724119695604,0.859
Burrill & Company,0.5641305540114554,2,1,13,0.04339465800088119,2.3199
Appian Ventures,0.3903455387136755,5,3,9,0.04337172652374172,5.2656
Adams Street Partners,0.8169767288297665,12,5,19,0.042998775201566655,13.1608
NSV,0.08589679204722184,2,1,2,0.04294839602361092,2.8299999999999996
IDG Ventures,1.4168267488956041,11,4,33,0.0429341439059274,7.7732
Neotec Capital Riesgo,0.08508102538595899,1,1,2,0.042540512692979496,1.2278
Li Ka-shing,0.1698335364753606,2,1,4,0.04245838411884015,1.5542
Anduin Capital,0.1272616603262146,7,1,3,0.04242055344207154,4.956
Seavest Capital Partners,0.1272616603262146,7,1,3,0.04242055344207154,4.3365
Triton Ventures,0.04233912888485354,2,1,1,0.04233912888485354,1.7147999999999999
John Dean,0.08434804379208875,2,1,2,0.04217402189604438,1.2048
Charles Schwab,0.08431066521569854,1,1,2,0.04215533260784927,1.8258
Auriga Partners,0.7585927571974821,5,3,18,0.042144042066526784,4.5498
Thuja Capital,0.08423572575639453,3,1,2,0.042117862878197264,3.5930999999999997
BioGeneration Ventures,0.08423572575639453,3,1,2,0.042117862878197264,3.5930999999999997
RezVen Partners,0.04164783228022035,1,1,1,0.04164783228022035,1.4494
Mohr Davidow Ventures,2.412031621684903,19,13,58,0.041586752098015566,20.2386
Alexis Ohanian,1.4086641301738503,7,3,34,0.04143129794628971,5.452
Alexander Gage,0.04119487198280606,1,1,1,0.04119487198280606,0.432
Harold Ickes,0.04119487198280606,1,1,1,0.04119487198280606,0.432
Oak Investment Partners,1.7257765244437362,11,5,42,0.04108991724866039,15.6549
Jeff Stibel,0.08201236355424019,2,1,2,0.04100618177712009,1.4856
Trident Capital,1.5971882388161938,12,7,39,0.04095354458503061,11.9779
Johnson & Johnson Development Corporation,0.815017925243323,12,4,20,0.040750896262166145,12.3848
DFJ Frontier,0.894766361536408,10,7,22,0.04067119825165491,9.1501
CorporacciÃÂ³nCan - Grupo Corporativo Empresarial Caja Navara,0.08092225229844532,2,1,2,0.04046112614922266,2.3718
GreatPoint Ventures,0.08073021430952819,2,1,2,0.040365107154764095,0.6904
Gabriel Venture Partners,0.5246986107706886,3,2,13,0.04036143159774527,3.8718999999999997
Kepha Partners,0.24132663656885686,1,2,6,0.04022110609480948,1.3725
CommerceNet,0.08034459289205496,2,1,2,0.04017229644602748,0.9345
Robin Richards,0.0802245632169092,1,1,2,0.0401122816084546,0.8633
Scott Walchek,0.0802245632169092,1,1,2,0.0401122816084546,0.8633
vSpring Capital,0.8789372814882712,7,4,22,0.03995169461310324,9.9129
Mission Ventures,0.957398605692825,12,7,24,0.03989160857053437,13.5578
Balderton Capital,1.5556530253992815,9,4,39,0.03988853911280209,6.2425
BayTech Venture Capital,0.47688904538804233,5,3,12,0.03974075378233686,3.527
HarbourVest Partners,0.27662059541507034,2,1,7,0.03951722791643862,0.6496
Peggy Taylor,0.07889745362559179,1,1,2,0.039448726812795896,0.8191
Wavepoint Ventures,0.1178918970725602,2,2,3,0.03929729902418674,1.617
Blumberg Capital,1.1358845114902207,9,5,29,0.039168431430697266,9.1727
Physic Ventures,0.27093467315934894,4,2,7,0.03870495330847842,2.8154000000000003
Voyager Capital,0.6875307456127207,5,3,18,0.03819615253404004,4.6799
Maveron,1.1816747783044352,5,4,31,0.03811854123562694,6.7011
SoftBank Capital,2.1239024655367627,23,8,56,0.037926829741727903,20.5363
OMERS Ventures,0.30305605438285466,3,1,8,0.03788200679785683,3.699
Debi Coleman,0.037812743256150846,1,1,1,0.037812743256150846,1.2108
InterWest Partners,2.232685323779364,18,12,60,0.0372114220629894,17.2154
Steamboat Ventures,0.9964831649580044,8,5,27,0.0369067838873335,9.3856
Mark Cuban,0.5166871867674945,3,1,14,0.03690622762624961,4.4441
Matt Higgins,0.036682679610969084,1,1,1,0.036682679610969084,1.5944
Ontario Centres of Excellence,0.07282503560976775,1,1,2,0.03641251780488387,1.131
Kegonsa Technologies,0.03572495335278905,1,1,1,0.03572495335278905,0.622
TransCosmos,0.4643189301883745,4,2,13,0.035716840783721115,4.1589
Michael Everett,0.03549883402192677,1,1,1,0.03549883402192677,1.4973
Subrah Iyar,0.03549883402192677,1,1,1,0.03549883402192677,1.4973
Capital Midwest Fund,0.035484164445993574,1,1,1,0.035484164445993574,3.594
Canaan Partners,2.7980203475926158,29,18,79,0.03541797908345083,31.509900000000002
Acadia Woods Partners,0.31835838199814365,3,2,9,0.03537315355534929,2.0707
Wellington Partners,1.270446240812525,11,5,36,0.035290173355903474,12.023
Zone Ventures,0.10578569349871858,4,1,3,0.035261897832906196,2.3684
Finnish Industry Investment,0.35065017800338155,1,1,10,0.035065017800338154,3.3133999999999997
KBC,0.13857665141546907,6,2,4,0.03464416285386727,6.2776
Lehman Brothers,0.5542517361011127,3,2,16,0.03464073350631954,1.7382000000000002
Apple Tree Partners,0.03462954219373682,1,1,1,0.03462954219373682,0.6627
Wellcome Trust,0.4140534922690687,5,1,12,0.03450445768908906,4.617
Bay City Capital,0.4478300358121123,2,1,13,0.0344484642932394,1.8327
GRA Venture Fund,0.1033076086372345,3,1,3,0.03443586954574483,2.8752
Farallon Capital Management,0.1028556067403596,1,1,3,0.03428520224678653,1.5956
HV Holtzbrinck Ventures,0.30704529705832445,4,2,9,0.034116144117591604,3.9118000000000004
CampVentures,0.20351880114383497,4,1,6,0.033919800190639164,2.0804
TLcom Capital Partners,0.10155227821619851,1,1,3,0.03385075940539951,1.053
Octopus,0.9734663090641906,2,1,29,0.03356780376083416,3.5556
Rho Capital Partners,1.1061603412580447,7,4,33,0.03352001034115287,8.408900000000001
Upfront Ventures,1.0305176547458108,10,5,31,0.03324250499180035,7.5177
Thomvest Ventures,0.4640304945701536,6,3,14,0.033145035326439545,4.898
ProQuest Investments,0.2982376843548118,1,1,9,0.03313752048386798,1.7879999999999998
Granite Ventures,1.054244539297337,9,5,32,0.03294514185304178,9.4184
VentureTech Alliance,0.19652150760110496,3,1,6,0.03275358460018416,2.1422999999999996
Pitango Venture Capital,1.1395209824045653,5,5,35,0.03255774235441615,4.7065
Sussex Place Ventures,0.03249869841781444,1,1,1,0.03249869841781444,0.5655
Alliance of Angels,0.7454317063568625,4,2,23,0.0324100741894288,4.4298
Asset Management Company,0.29065079703097957,6,2,9,0.03229453300344218,5.1419999999999995
Technology Crossover Ventures,0.2579422547342852,2,1,8,0.03224278184178565,3.5909
Dry Canyon Holdings,0.032221989584301,1,1,1,0.032221989584301,1.2138
Essex Woodlands Health Ventures,0.19326854999484672,5,1,6,0.03221142499914112,3.9641
Amplifier Venture Partners,0.09630864483800938,2,1,3,0.0321028816126698,2.5904
Tekes,0.09623421466672549,2,1,3,0.03207807155557516,2.29
Pelion Venture Partners,0.47859177775887396,2,1,15,0.03190611851725826,1.2278
Nth Power,0.28688785747118184,2,1,9,0.031876428607909096,1.7502
Aegis Capital Group,0.03178236892396298,1,1,1,0.03178236892396298,2.7051
Accent Capital,0.03178236892396298,1,1,1,0.03178236892396298,2.7051
Canadian Medical Discoveries Fund,0.09527429673050752,5,1,3,0.031758098910169175,2.1679
Lon Chow,0.09498299564107783,1,1,3,0.03166099854702594,3.1264
Mass Medical Angels,0.15809641214828607,6,1,5,0.03161928242965721,6.072299999999999
Jeff Stewart,0.09446722303970613,1,1,3,0.03148907434656871,0.8191
Longworth Venture Partners,0.7865630520804022,4,4,25,0.031462522083216087,3.9373
Industrial and Financial Investments Company,0.06290761642932399,2,1,2,0.031453808214661996,3.7785
Nokia,0.15633801414781986,3,1,5,0.03126760282956397,1.6620000000000001
CRP Sante,0.031179695737386506,2,1,1,0.031179695737386506,3.2096
Promus Ventures,0.46676748861881495,5,1,15,0.031117832574587664,2.6305
Frontier Communications Corporation,0.03095839037609196,1,1,1,0.03095839037609196,1.1264
Woodside Fund,0.2764596602241659,4,1,9,0.030717740024907323,1.359
Fastlane Ventures,0.061182271740254375,1,1,2,0.030591135870127188,1.0
Sprout Group,0.09165820337404759,4,1,3,0.030552734458015863,2.1105
Southern Capitol Ventures,0.15259946206,4,3,5,0.030519892412,3.7157
IDG Capital Partners,0.30372373637237093,2,1,10,0.030372373637237094,4.1254
Kinetic Ventures,0.15154955018053815,4,2,5,0.03030991003610763,2.7404
Mercury Fund,0.5754716023048764,3,3,19,0.030287979068677705,7.9565
Innovatech,0.1211455203982873,3,2,4,0.030286380099571825,3.7468
Dace Ventures,0.24031513259909254,3,1,8,0.030039391574886568,1.158
Dotcorp Asset Management,0.0600701186564471,1,1,2,0.03003505932822355,1.364
Generis Capital Partners,0.0299723642454728,1,1,1,0.0299723642454728,2.6241000000000003
PrairieGold Venture Partners,0.1198879295502791,3,1,4,0.029971982387569776,2.7027
Lead Edge Capital,0.14839585707979408,2,1,5,0.029679171415958817,2.2449
Partner Innovation Fund,0.02955335763093326,1,1,1,0.02955335763093326,0.6185
Scottish Equity Partners,0.8860793312947947,5,3,30,0.029535977709826487,12.7614
George Soros,0.02947708319980225,1,1,1,0.02947708319980225,0.7842
Alta Partners,0.6120215594402072,12,4,21,0.02914388378286701,9.762
Baring Vostok Capital Partners,0.08702518096096158,2,1,3,0.02900839365365386,0.3405
Schroder Ventures,0.057747478424297075,2,1,2,0.028873739212148537,2.471
Wakefield Group,0.1435584135186841,3,1,5,0.028711682703736818,2.0516
Core Capital Partners,0.4584697335738561,2,1,16,0.028654358348366007,1.6558
BDC Venture Capital,1.518616597256718,22,10,53,0.028653143344466378,28.0718
Genevest Consulting Group,0.05712231617559291,1,1,2,0.028561158087796454,1.5452
Comcast Ventures,0.6846619602128947,10,3,24,0.02852758167553728,4.3898
Kodiak Venture Partners,0.5121517217061556,5,4,18,0.02845287342811976,7.7933
ATA Ventures,0.7388572902257935,13,8,26,0.028417588085607442,12.658000000000001
Glynn Capital Management,0.08431066521569854,1,1,3,0.028103555071899513,1.8258
Crosslink Capital,1.0652384727398116,8,3,38,0.028032591387889782,6.3171
TTP Capital Advisors (Japan),0.056049175372698004,1,1,2,0.028024587686349002,0.843
Stuart Larkins,0.08402512455410495,1,1,3,0.028008374851368315,1.5736
Novel TMT Ventures,0.33561643060657315,2,1,12,0.027968035883881096,2.0712
Extreme Venture Partners,0.16475969956665767,3,1,6,0.02745994992777628,3.3496
Galileo Partners,0.19208394382570446,2,3,7,0.027440563403672066,3.874
Benaroya Capital,0.1640851013140429,2,1,6,0.027347516885673818,2.9859
Vertex Venture Capital,0.6257397897464453,7,4,23,0.02720607781506284,8.607
"Ben T. Smith, IV",0.05429149617093093,1,1,2,0.027145748085465465,2.2689
Maryland Department of Business and Economic Development,0.13561244622230578,5,2,5,0.027122489244461156,4.0053
HBM BioVentures,0.2982376843548118,1,1,11,0.027112516759528346,1.7879999999999998
NCB Ventures,0.08108590043570461,2,1,3,0.027028633478568206,1.6596
Shortcut Ventures GmbH,0.08103651634815671,1,1,3,0.027012172116052238,2.3067
Core Capital,0.08068410689834002,2,1,3,0.026894702299446672,0.8752
EdgeStone Capital Partners,0.13440864166816094,2,2,5,0.02688172833363219,2.0511999999999997
Greylock Partners Israel,0.053598556892826055,2,1,2,0.026799278446413027,0.9494
Madrone Capital Partners,0.10688586325810331,1,1,4,0.02672146581452583,0.9249
ID Capital,0.05319572154614166,1,1,2,0.02659786077307083,1.3516
Greener Capital,0.026462592411382855,1,1,1,0.026462592411382855,1.8327
Randall Kaplan,0.052849803847658826,2,1,2,0.026424901923829413,1.3352
Bert Ellis,0.052849803847658826,2,1,2,0.026424901923829413,1.3352
Boston Harbor Angels,0.15809641214828607,6,1,6,0.026349402024714346,6.072299999999999
Japan Asia Investment,0.18248753442508725,8,1,7,0.026069647775012465,5.1552
Tengelmann Ventures,0.10418057545672779,2,2,4,0.026045143864181948,3.9843
Boulder Ventures,0.2598598174722769,4,2,10,0.025985981747227688,5.6023
Big Bang Ventures,0.1556534629621853,2,1,6,0.02594224382703088,1.6274
Plug & Play Ventures,0.7135904335501552,8,3,28,0.025485372626791257,4.6901
Quaker BioVentures,0.27642751505708946,3,1,11,0.025129774096099042,3.1268000000000002
Verge Funds,0.05005048116489291,2,1,2,0.025025240582446456,2.0636
Great Oaks Venture Capital,0.5004476005483384,4,1,20,0.02502238002741692,2.812
LaunchPad Venture Group,0.3995882561604706,10,3,16,0.024974266010029413,8.4093
Walker Ventures,0.04991401214562051,1,1,2,0.024957006072810255,1.7316000000000003
Noventi Ventures,0.14757070977517878,1,1,6,0.02459511829586313,1.3232
Yuri Milner,0.46676748861881495,5,1,19,0.02456670992730605,2.6305
The Argentum Group,0.024553530595612237,1,1,1,0.024553530595612237,0.7557
Milestone Venture Partners,0.367750487439756,4,1,15,0.024516699162650403,2.6416000000000004
Itochu Technology Ventures,0.3170751735486816,2,1,13,0.0243903979652832,2.3526
Keiretsu Forum,0.38861114643627,3,1,16,0.024288196652266874,2.1144
Garage Technology Ventures Canada,0.048530932466800375,2,1,2,0.024265466233400187,1.4246
IDInvest Partners,0.6065731644903904,6,3,25,0.024262926579615617,5.4605
Genesys Capital,0.07272546260432053,2,1,3,0.024241820868106844,3.8611
EDF Ventures,0.14517321395044427,2,1,6,0.024195535658407378,2.2746
Braemar Energy Ventures,0.5306193099876096,2,1,22,0.02411905954489135,2.2671
Picoty,0.024107504737067957,1,1,1,0.024107504737067957,1.6965
Aquitaine Creation,0.024107504737067957,1,1,1,0.024107504737067957,1.6965
KTB Ventures,0.12032671321657623,3,1,5,0.024065342643315245,0.9148
Elaia Partners,0.43046965914359814,2,2,18,0.02391498106353323,2.4992
Creathor Venture Management,0.35789995794509644,2,2,15,0.02385999719633976,2.1124
Weber Capital,0.04728574629133418,1,1,2,0.02364287314566709,2.1336000000000004
Redhills Ventures,0.0472260396365158,1,1,2,0.0236130198182579,1.3662
Dennis Bemmann,0.023330530722732206,1,1,1,0.023330530722732206,0.3553
And other angel investors,0.023330530722732206,1,1,1,0.023330530722732206,0.3553
Costanoa Venture Capital,0.18542924218124815,2,1,8,0.02317865527265602,1.0425
Point Nine,0.02314405910857108,1,1,1,0.02314405910857108,1.6776
Global Gateway Investment Group,0.023009440798143762,1,1,1,0.023009440798143762,0.8402
AO Capital Partners,0.023009440798143762,1,1,1,0.023009440798143762,0.8402
Nauta Capital,0.32003106967594686,3,3,14,0.02285936211971049,6.9862
Scale Venture Partners,0.34281063373593357,6,3,15,0.022854042249062238,5.7464
HealthTech Capital,0.09024148464968432,2,2,4,0.02256037116242108,1.409
HealthCare Ventures,0.3827663455762067,3,1,17,0.022515667386835688,1.4742
Revolution LLC,0.35687658205514505,3,2,16,0.022304786378446566,5.4738999999999995
Heidelberg Innovation,0.044329596234461026,1,1,2,0.022164798117230513,0.6014
Triathlon Medical Venture Partners,0.11042505705152816,5,1,5,0.02208501141030563,4.864
Hallett Capital,0.04408749356981136,1,1,2,0.02204374678490568,1.5834000000000001
Sansei Capital Investment,0.02195836824759253,1,1,1,0.02195836824759253,0.6967
Mitsui Sumitomo Insurance Venture Capital,0.02195836824759253,1,1,1,0.02195836824759253,0.6967
INTEC IT Capital,0.02195836824759253,1,1,1,0.02195836824759253,0.6967
ngi group,0.02195836824759253,1,1,1,0.02195836824759253,0.6967
DFJ DragonFund,0.06549973718872078,1,1,3,0.021833245729573594,0.6175
Flywheel Ventures,0.19631067263857263,7,4,9,0.021812296959841403,4.0489999999999995
HLM Venture Partners,0.173693401889767,1,1,8,0.021711675236220876,0.7881
Red Rock Ventures,0.08589679204722184,2,1,4,0.02147419801180546,2.264
Base Ventures,0.04278905924569053,1,1,2,0.021394529622845264,0.7428
Harel Hertz Investment House,0.021310981883158463,1,1,1,0.021310981883158463,0.8064
Fujitsu,0.021310981883158463,1,1,1,0.021310981883158463,1.2096
Adara Venture Partners,0.08508102538595899,1,1,4,0.021270256346489748,1.2278
Egan-Managed Capital,0.2748309729934966,6,4,13,0.02114084407642282,3.5862000000000003
BankInvest,0.08447168596770403,1,1,4,0.021117921491926008,2.292
Persistence Partners,0.06330888224419672,2,1,3,0.021102960748065572,1.2772
Naspers,0.04198411698607195,1,1,2,0.020992058493035974,0.7223
Bank of America,0.04195227296077787,2,1,2,0.020976136480388936,0.8862
UOB Venture,0.06290761642932399,2,1,3,0.020969205476441332,3.0228
Nationwide Mutual Capital,0.02090399276520784,1,1,1,0.02090399276520784,0.344
SR One,0.37416131324232044,3,2,18,0.020786739624573357,2.5176
5AM Ventures,0.43588057788608003,11,4,21,0.02075621799457524,9.1465
Eden Ventures,0.3721540803142283,5,4,18,0.020675226684123794,7.1238
Sierra Ventures,0.8267738326146228,6,3,40,0.02066934581536557,5.757099999999999
CTI Capital,0.04122762194356682,1,1,2,0.02061381097178341,1.1516
Qiagen,0.04122762194356682,1,1,2,0.02061381097178341,1.7273999999999998
Gerry Laybourne,0.020558208153913383,1,1,1,0.020558208153913383,0.483
Oxygen Media,0.020558208153913383,1,1,1,0.020558208153913383,0.483
John Landry,0.020558208153913383,1,1,1,0.020558208153913383,0.483
Entrepreneurs Fund,0.2049652635876891,4,1,10,0.02049652635876891,3.5496
Kae Capital,0.040975857874686585,1,1,2,0.020487928937343292,1.4918
Desjardins Venture Capital,0.1432640651700802,3,2,7,0.02046629502429717,2.9172
Karnataka Information Technology Venture Capital Fund,0.020441460792741402,1,1,1,0.020441460792741402,0.8818
Bert Roberts,0.020384512654599844,1,1,1,0.020384512654599844,1.6470000000000002
Rick Roth,0.020384512654599844,1,1,1,0.020384512654599844,1.6470000000000002
Denis Nayden,0.020384512654599844,1,1,1,0.020384512654599844,1.6470000000000002
RENN Capital,0.020384512654599844,1,1,1,0.020384512654599844,1.098
Fairhaven Capital Partners,0.28469049273889213,4,3,14,0.020335035195635152,2.3075
Ulster Bank Diageo Venture Fund,0.08108590043570461,2,1,4,0.020271475108926153,1.6596
b-to-v Partners AG,0.08103651634815671,1,1,4,0.02025912908703918,2.3067
Fort Washington Capital Partners Group,0.06047523830498096,3,2,3,0.020158412768326986,2.3438
Artiman Ventures,0.2818090867309465,2,1,14,0.020129220480781893,0.6904
