source,target,company,weight,round_gap_years,source_round,target_round
Mitch Kapor,Menlo Ventures,Dropcam,0.7997879697703614,0.745,series-a,series-b
Salil Deshpande,Accel Partners,Dropcam,0.7997879697703614,0.745,series-a,series-b
Salil Deshpande,Bay Partners,Dropcam,0.7997879697703614,0.745,series-a,series-b
Salil Deshpande,Menlo Ventures,Dropcam,0.7997879697703614,0.745,series-a,series-b
Indian Angel Network,Nexus Venture Partners,Druva,0.6610253829640782,1.38,series-a,series-b
Indian Angel Network,Sequoia Capital,Druva,0.6610253829640782,1.38,series-a,series-b
Sequoia Capital,Nexus Venture Partners,Druva,0.6610253829640782,1.38,series-a,series-b
Cox Enterprises,Time Warner Investments,Dynamic Signal,0.6550799782438508,1.41,series-a,series-b
Cox Enterprises,Trinity Ventures,Dynamic Signal,0.6550799782438508,1.41,series-a,series-b
Cox Enterprises,Venrock,Dynamic Signal,0.6550799782438508,1.41,series-a,series-b
Jim Larrison,Cox Enterprises,Dynamic Signal,0.6550799782438508,1.41,series-a,series-b
Jim Larrison,Time Warner Investments,Dynamic Signal,0.6550799782438508,1.41,series-a,series-b
Jim Larrison,Trinity Ventures,Dynamic Signal,0.6550799782438508,1.41,series-a,series-b
Jim Larrison,Venrock,Dynamic Signal,0.6550799782438508,1.41,series-a,series-b
Russ Fradin,Cox Enterprises,Dynamic Signal,0.6550799782438508,1.41,series-a,series-b
Russ Fradin,Time Warner Investments,Dynamic Signal,0.6550799782438508,1.41,series-a,series-b
Russ Fradin,Trinity Ventures,Dynamic Signal,0.6550799782438508,1.41,series-a,series-b
Russ Fradin,Venrock,Dynamic Signal,0.6550799782438508,1.41,series-a,series-b
Signia Venture Partners,Cox Enterprises,Dynamic Signal,0.6550799782438508,1.41,series-a,series-b
Signia Venture Partners,Time Warner Investments,Dynamic Signal,0.6550799782438508,1.41,series-a,series-b
Signia Venture Partners,Trinity Ventures,Dynamic Signal,0.6550799782438508,1.41,series-a,series-b
Signia Venture Partners,Venrock,Dynamic Signal,0.6550799782438508,1.41,series-a,series-b
Trinity Ventures,Cox Enterprises,Dynamic Signal,0.6550799782438508,1.41,series-a,series-b
Trinity Ventures,Time Warner Investments,Dynamic Signal,0.6550799782438508,1.41,series-a,series-b
Trinity Ventures,Venrock,Dynamic Signal,0.6550799782438508,1.41,series-a,series-b
Venrock,Cox Enterprises,Dynamic Signal,0.6550799782438508,1.41,series-a,series-b
Venrock,Time Warner Investments,Dynamic Signal,0.6550799782438508,1.41,series-a,series-b
Venrock,Trinity Ventures,Dynamic Signal,0.6550799782438508,1.41,series-a,series-b
Adams Capital Management,Bain Capital Ventures,Dynamics,0.5906753673214604,1.755,series-a,series-b
The Entrepreneurs' Fund III,Altos Ventures,Echo,0.6967028376959703,1.205,series-a,series-b
FLOODGATE,Steve Blank,Egnyte,0.6200043731914588,1.593,series-a,series-b
Polaris Partners,FLOODGATE,Egnyte,0.6200043731914588,1.593,series-a,series-b
Polaris Partners,Steve Blank,Egnyte,0.6200043731914588,1.593,series-a,series-b
Hummer Winblad Venture Partners,Amazon,Elastra,0.746468048943898,0.975,series-a,series-b
Hummer Winblad Venture Partners,Bay Partners,Elastra,0.746468048943898,0.975,series-a,series-b
Alliance of Angels,Steamboat Ventures,Elemental Technologies,0.45117805190035576,2.653,series-a,series-b
Bend Venture Conference,Steamboat Ventures,Elemental Technologies,0.45117805190035576,2.653,series-a,series-b
General Catalyst Partners,Steamboat Ventures,Elemental Technologies,0.45117805190035576,2.653,series-a,series-b
Oregon Angel Fund,Steamboat Ventures,Elemental Technologies,0.45117805190035576,2.653,series-a,series-b
Voyager Capital,Steamboat Ventures,Elemental Technologies,0.45117805190035576,2.653,series-a,series-b
Bertelsmann Digital Media Investments,D.E. Shaw & Co.,Emotive Communications,0.6099026942536366,1.648,series-a,series-b
D.E. Shaw & Co.,Bertelsmann Digital Media Investments,Emotive Communications,0.6099026942536366,1.648,series-a,series-b
Warner Music Group,Bertelsmann Digital Media Investments,Emotive Communications,0.6099026942536366,1.648,series-a,series-b
Warner Music Group,D.E. Shaw & Co.,Emotive Communications,0.6099026942536366,1.648,series-a,series-b
Metamorphic Ventures,Patrick Condon,Encoding.com,0.698995564014298,1.194,series-a,series-b
Zelkova Ventures,Metamorphic Ventures,Encoding.com,0.698995564014298,1.194,series-a,series-b
Zelkova Ventures,Patrick Condon,Encoding.com,0.698995564014298,1.194,series-a,series-b
Andy Liu,Northwest Energy Angels,EnergySavvy.com,0.6189867215970681,1.599,series-a,series-b
Andy Liu,Pivotal Investments,EnergySavvy.com,0.6189867215970681,1.599,series-a,series-b
Geoff Entress,Northwest Energy Angels,EnergySavvy.com,0.6189867215970681,1.599,series-a,series-b
Geoff Entress,Pivotal Investments,EnergySavvy.com,0.6189867215970681,1.599,series-a,series-b
Karl Siebrecht,Northwest Energy Angels,EnergySavvy.com,0.6189867215970681,1.599,series-a,series-b
Karl Siebrecht,Pivotal Investments,EnergySavvy.com,0.6189867215970681,1.599,series-a,series-b
Northwest Energy Angels,Pivotal Investments,EnergySavvy.com,0.6189867215970681,1.599,series-a,series-b
Benchmark,Amazon,Engine Yard,0.8527039031775636,0.531,series-a,series-b
Benchmark,New Enterprise Associates,Engine Yard,0.8527039031775636,0.531,series-a,series-b
Charles River Ventures,Fidelity Ventures,EnterpriseDB,0.7638342088757076,0.898,series-a,series-b
Charles River Ventures,Valhalla Partners,EnterpriseDB,0.7638342088757076,0.898,series-a,series-b
Valhalla Partners,Charles River Ventures,EnterpriseDB,0.7638342088757076,0.898,series-a,series-b
Valhalla Partners,Fidelity Ventures,EnterpriseDB,0.7638342088757076,0.898,series-a,series-b
Benchmark,New Enterprise Associates,Eucalyptus Systems,0.7036036763554686,1.172,series-a,series-b
Benchmark,e.ventures,Eucalyptus Systems,0.7036036763554686,1.172,series-a,series-b
e.ventures,Benchmark,Eucalyptus Systems,0.7036036763554686,1.172,series-a,series-b
e.ventures,New Enterprise Associates,Eucalyptus Systems,0.7036036763554686,1.172,series-a,series-b
Alexis Ohanian,DoCoMo Capital,Evernote,0.3285926816369466,3.71,series-a,series-b
Alexis Ohanian,Morgenthaler Ventures,Evernote,0.3285926816369466,3.71,series-a,series-b
Alexis Ohanian,Troika Dialog,Evernote,0.3285926816369466,3.71,series-a,series-b
DoCoMo Capital,Morgenthaler Ventures,Evernote,0.3285926816369466,3.71,series-a,series-b
DoCoMo Capital,Troika Dialog,Evernote,0.3285926816369466,3.71,series-a,series-b
Troika Dialog,DoCoMo Capital,Evernote,0.3285926816369466,3.71,series-a,series-b
Troika Dialog,Morgenthaler Ventures,Evernote,0.3285926816369466,3.71,series-a,series-b
Troika Ventures,DoCoMo Capital,Evernote,0.3285926816369466,3.71,series-a,series-b
Troika Ventures,Morgenthaler Ventures,Evernote,0.3285926816369466,3.71,series-a,series-b
Troika Ventures,Troika Dialog,Evernote,0.3285926816369466,3.71,series-a,series-b
Prism Venture Management,TD Capital,Everypoint,0.8090377900812925,0.706,series-a,series-b
Prism Venture Management,Venrock,Everypoint,0.8090377900812925,0.706,series-a,series-b
TD Capital,Prism Venture Management,Everypoint,0.8090377900812925,0.706,series-a,series-b
TD Capital,Venrock,Everypoint,0.8090377900812925,0.706,series-a,series-b
Highland Capital Partners,Investor Growth Capital,ExaGrid Systems,0.24307780137140683,4.715,series-b,series-a
Highland Capital Partners,Lehman Brothers Venture Partners,ExaGrid Systems,0.24307780137140683,4.715,series-b,series-a
Highland Capital Partners,Sigma Partners,ExaGrid Systems,0.24307780137140683,4.715,series-b,series-a
Sigma Partners,Highland Capital Partners,ExaGrid Systems,0.24307780137140683,4.715,series-b,series-a
Sigma Partners,Investor Growth Capital,ExaGrid Systems,0.24307780137140683,4.715,series-b,series-a
Sigma Partners,Lehman Brothers Venture Partners,ExaGrid Systems,0.24307780137140683,4.715,series-b,series-a
Jim Barnett,Norwest Venture Partners,Extole,0.8429548432702018,0.569,series-a,series-b
Jim Barnett,Redpoint Ventures,Extole,0.8429548432702018,0.569,series-a,series-b
Jim Barnett,Trident Capital,Extole,0.8429548432702018,0.569,series-a,series-b
Norwest Venture Partners,Redpoint Ventures,Extole,0.8429548432702018,0.569,series-a,series-b
Norwest Venture Partners,Trident Capital,Extole,0.8429548432702018,0.569,series-a,series-b
Redpoint Ventures,Norwest Venture Partners,Extole,0.8429548432702018,0.569,series-a,series-b
Redpoint Ventures,Trident Capital,Extole,0.8429548432702018,0.569,series-a,series-b
Trident Capital,Norwest Venture Partners,Extole,0.8429548432702018,0.569,series-a,series-b
Trident Capital,Redpoint Ventures,Extole,0.8429548432702018,0.569,series-a,series-b
Ben Horowitz,Madrona Venture Group,ExtraHop Networks,0.5405354417654804,2.051,series-a,series-b
Ben Horowitz,Meritech Capital Partners,ExtraHop Networks,0.5405354417654804,2.051,series-a,series-b
Madrona Venture Group,Meritech Capital Partners,ExtraHop Networks,0.5405354417654804,2.051,series-a,series-b
Marc Andreessen,Madrona Venture Group,ExtraHop Networks,0.5405354417654804,2.051,series-a,series-b
Marc Andreessen,Meritech Capital Partners,ExtraHop Networks,0.5405354417654804,2.051,series-a,series-b
Keynote Ventures,PVI,F-Origin,0.7306960542157664,1.046,series-a,series-b
Scottish Investment Bank,Barwell Plc,Factonomy,0.5810515434015621,1.81,series-a,series-b
Scottish Investment Bank,Sigma Capital Group,Factonomy,0.5810515434015621,1.81,series-a,series-b
Scottish Investment Bank,Tweed Renaissance Investors Capital,Factonomy,0.5810515434015621,1.81,series-a,series-b
ATA Ventures,Covera Ventures,FastScaleTechnology,0.5409795957600284,2.048,series-a,series-b
ATA Ventures,Leapfrog Ventures,FastScaleTechnology,0.5409795957600284,2.048,series-a,series-b
Covera Ventures,ATA Ventures,FastScaleTechnology,0.5409795957600284,2.048,series-a,series-b
Covera Ventures,Leapfrog Ventures,FastScaleTechnology,0.5409795957600284,2.048,series-a,series-b
Hunt Ventures,ATA Ventures,FastScaleTechnology,0.5409795957600284,2.048,series-a,series-b
Hunt Ventures,Covera Ventures,FastScaleTechnology,0.5409795957600284,2.048,series-a,series-b
Hunt Ventures,Leapfrog Ventures,FastScaleTechnology,0.5409795957600284,2.048,series-a,series-b
Leapfrog Ventures,ATA Ventures,FastScaleTechnology,0.5409795957600284,2.048,series-a,series-b
Leapfrog Ventures,Covera Ventures,FastScaleTechnology,0.5409795957600284,2.048,series-a,series-b
Ascent Venture Partners,Inflection Point Ventures,Fidelis Security Systems,0.412540480053757,2.951,series-a,series-b
Ascent Venture Partners,Maryland Venture fund,Fidelis Security Systems,0.412540480053757,2.951,series-a,series-b
Ascent Venture Partners,Point Judith Capital,Fidelis Security Systems,0.412540480053757,2.951,series-a,series-b
Ascent Venture Partners,Tudor Growth Equity,Fidelis Security Systems,0.412540480053757,2.951,series-a,series-b
Inflection Point Ventures,Ascent Venture Partners,Fidelis Security Systems,0.412540480053757,2.951,series-a,series-b
Inflection Point Ventures,Maryland Venture fund,Fidelis Security Systems,0.412540480053757,2.951,series-a,series-b
Inflection Point Ventures,Point Judith Capital,Fidelis Security Systems,0.412540480053757,2.951,series-a,series-b
Inflection Point Ventures,Tudor Growth Equity,Fidelis Security Systems,0.412540480053757,2.951,series-a,series-b
Maryland Department of Business and Economic Development,Ascent Venture Partners,Fidelis Security Systems,0.412540480053757,2.951,series-a,series-b
Maryland Department of Business and Economic Development,Inflection Point Ventures,Fidelis Security Systems,0.412540480053757,2.951,series-a,series-b
Maryland Department of Business and Economic Development,Maryland Venture fund,Fidelis Security Systems,0.412540480053757,2.951,series-a,series-b
Maryland Department of Business and Economic Development,Point Judith Capital,Fidelis Security Systems,0.412540480053757,2.951,series-a,series-b
Maryland Department of Business and Economic Development,Tudor Growth Equity,Fidelis Security Systems,0.412540480053757,2.951,series-a,series-b
WS Investments,Ascent Venture Partners,Fidelis Security Systems,0.412540480053757,2.951,series-a,series-b
WS Investments,Inflection Point Ventures,Fidelis Security Systems,0.412540480053757,2.951,series-a,series-b
WS Investments,Maryland Venture fund,Fidelis Security Systems,0.412540480053757,2.951,series-a,series-b
WS Investments,Point Judith Capital,Fidelis Security Systems,0.412540480053757,2.951,series-a,series-b
WS Investments,Tudor Growth Equity,Fidelis Security Systems,0.412540480053757,2.951,series-a,series-b
Pat Sullivan,The Stephens Group,FireHost,0.6349497318999617,1.514,series-a,series-b
Pritzker Group Venture Capital,North Bridge Venture Partners,Firm58,0.7241240164669195,1.076,series-a,series-b
High Peaks Venture Partners,Bertelsmann Digital Media Investments,Flat World Knowledge,0.5781950893074026,1.826,series-a,series-b
High Peaks Venture Partners,Bessemer Venture Partners,Flat World Knowledge,0.5781950893074026,1.826,series-a,series-b
High Peaks Venture Partners,Random House,Flat World Knowledge,0.5781950893074026,1.826,series-a,series-b
High Peaks Venture Partners,Tribeca Venture Partners,Flat World Knowledge,0.5781950893074026,1.826,series-a,series-b
High Peaks Venture Partners,Valhalla Partners,Flat World Knowledge,0.5781950893074026,1.826,series-a,series-b
Tribeca Venture Partners,Bertelsmann Digital Media Investments,Flat World Knowledge,0.5781950893074026,1.826,series-a,series-b
Tribeca Venture Partners,Bessemer Venture Partners,Flat World Knowledge,0.5781950893074026,1.826,series-a,series-b
Tribeca Venture Partners,High Peaks Venture Partners,Flat World Knowledge,0.5781950893074026,1.826,series-a,series-b
Tribeca Venture Partners,Random House,Flat World Knowledge,0.5781950893074026,1.826,series-a,series-b
Tribeca Venture Partners,Valhalla Partners,Flat World Knowledge,0.5781950893074026,1.826,series-a,series-b
Valhalla Partners,Bertelsmann Digital Media Investments,Flat World Knowledge,0.5781950893074026,1.826,series-a,series-b
Valhalla Partners,Bessemer Venture Partners,Flat World Knowledge,0.5781950893074026,1.826,series-a,series-b
Valhalla Partners,High Peaks Venture Partners,Flat World Knowledge,0.5781950893074026,1.826,series-a,series-b
Valhalla Partners,Random House,Flat World Knowledge,0.5781950893074026,1.826,series-a,series-b
Valhalla Partners,Tribeca Venture Partners,Flat World Knowledge,0.5781950893074026,1.826,series-a,series-b
Ali Partovi,Azure Capital Partners,Fonality,0.8333172454644243,0.608,series-a,series-b
Hadi Partovi,Azure Capital Partners,Fonality,0.8333172454644243,0.608,series-a,series-b
Accel Partners,Foundation Capital,ForgeRock,0.7182007447923757,1.103,series-a,series-b
IRIS Software Group,Lightbank,FreeAgent,0.5291145615952508,2.122,series-a,series-b
Industrial Bank of Taiwan,Acer,Fuhu,0.6847888312045723,1.262,series-a,series-b
UMC Capital,Acer,Fuhu,0.6847888312045723,1.262,series-a,series-b
VIA Technologies,Acer,Fuhu,0.6847888312045723,1.262,series-a,series-b
500 Startups,David Cohen,FullContact,0.7784010906074721,0.835,series-a,series-b
500 Startups,Foundry Group,FullContact,0.7784010906074721,0.835,series-a,series-b
500 Startups,High Country Venture,FullContact,0.7784010906074721,0.835,series-a,series-b
500 Startups,Jove Equity Partners,FullContact,0.7784010906074721,0.835,series-a,series-b
500 Startups,Nancy Pierce,FullContact,0.7784010906074721,0.835,series-a,series-b
500 Startups,SK Ventures,FullContact,0.7784010906074721,0.835,series-a,series-b
500 Startups,Walt Winshall,FullContact,0.7784010906074721,0.835,series-a,series-b
500 Startups,Zelkova Ventures,FullContact,0.7784010906074721,0.835,series-a,series-b
David Cohen,500 Startups,FullContact,0.7784010906074721,0.835,series-a,series-b
David Cohen,Foundry Group,FullContact,0.7784010906074721,0.835,series-a,series-b
David Cohen,High Country Venture,FullContact,0.7784010906074721,0.835,series-a,series-b
David Cohen,Jove Equity Partners,FullContact,0.7784010906074721,0.835,series-a,series-b
David Cohen,Nancy Pierce,FullContact,0.7784010906074721,0.835,series-a,series-b
David Cohen,SK Ventures,FullContact,0.7784010906074721,0.835,series-a,series-b
David Cohen,Walt Winshall,FullContact,0.7784010906074721,0.835,series-a,series-b
David Cohen,Zelkova Ventures,FullContact,0.7784010906074721,0.835,series-a,series-b
Five Mill Ventures,500 Startups,FullContact,0.7784010906074721,0.835,series-a,series-b
Five Mill Ventures,David Cohen,FullContact,0.7784010906074721,0.835,series-a,series-b
Five Mill Ventures,Foundry Group,FullContact,0.7784010906074721,0.835,series-a,series-b
Five Mill Ventures,High Country Venture,FullContact,0.7784010906074721,0.835,series-a,series-b
Five Mill Ventures,Jove Equity Partners,FullContact,0.7784010906074721,0.835,series-a,series-b
Five Mill Ventures,Nancy Pierce,FullContact,0.7784010906074721,0.835,series-a,series-b
Five Mill Ventures,SK Ventures,FullContact,0.7784010906074721,0.835,series-a,series-b
Five Mill Ventures,Walt Winshall,FullContact,0.7784010906074721,0.835,series-a,series-b
Five Mill Ventures,Zelkova Ventures,FullContact,0.7784010906074721,0.835,series-a,series-b
High Country Venture,500 Startups,FullContact,0.7784010906074721,0.835,series-a,series-b
High Country Venture,David Cohen,FullContact,0.7784010906074721,0.835,series-a,series-b
High Country Venture,Foundry Group,FullContact,0.7784010906074721,0.835,series-a,series-b
High Country Venture,Jove Equity Partners,FullContact,0.7784010906074721,0.835,series-a,series-b
High Country Venture,Nancy Pierce,FullContact,0.7784010906074721,0.835,series-a,series-b
High Country Venture,SK Ventures,FullContact,0.7784010906074721,0.835,series-a,series-b
High Country Venture,Walt Winshall,FullContact,0.7784010906074721,0.835,series-a,series-b
High Country Venture,Zelkova Ventures,FullContact,0.7784010906074721,0.835,series-a,series-b
SK Ventures,500 Startups,FullContact,0.7784010906074721,0.835,series-a,series-b
SK Ventures,David Cohen,FullContact,0.7784010906074721,0.835,series-a,series-b
SK Ventures,Foundry Group,FullContact,0.7784010906074721,0.835,series-a,series-b
SK Ventures,High Country Venture,FullContact,0.7784010906074721,0.835,series-a,series-b
SK Ventures,Jove Equity Partners,FullContact,0.7784010906074721,0.835,series-a,series-b
